id;name;host_id;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;neighbourhood_group
239899;Spacious & Charming by Prospect Pk;1258363;Todd;Prospect-Lefferts Gardens;40.66068;-73.96003;Entire home/apt;80;21;5;2018-12-19;0.12;1;0;Brooklyn
240800;Private Room Near Brooklyn Museum ;1263176;Joseph;Prospect Heights;40.67722;-73.96542;Private room;55;1;147;2019-06-30;1.57;1;293;Brooklyn
241140;The Notorious B.N.B. { The Wallace };1177497;Jessica;Clinton Hill;40.68975;-73.96703000000002;Private room;438;1;43;2019-04-14;0.46;11;363;Brooklyn
241159;Clinton Hill 1 Bed Bright Loft Apartment;1264655;Ruari;Bedford-Stuyvesant;40.69221;-73.95866;Entire home/apt;110;6;8;2019-01-03;0.33;1;4;Brooklyn
241862;Great Studio in W. Village - NYC!;1269455;Mike;West Village;40.72969000000001;-74.00635;Entire home/apt;200;2;37;2019-01-02;0.39;1;257;Manhattan
242532;The Notorious B.N.B. { The Swoon };1177497;Jessica;Clinton Hill;40.6893;-73.96602;Private room;279;1;120;2019-06-19;1.28;11;362;Brooklyn
243229;2BR  Apt - 20min to Soho;1276497;Alon;Bedford-Stuyvesant;40.68016;-73.94878;Entire home/apt;280;3;5;2017-07-09;0.05;1;365;Brooklyn
243708;Williamsburg  - Quiet and Comfy stay;288711;Andy;Williamsburg;40.70875;-73.95508000000002;Entire home/apt;199;30;242;2019-04-01;2.59;1;102;Brooklyn
245504;One Fabulous Private Room;714200;Baron;Inwood;40.85888;-73.92886;Private room;71;4;229;2019-06-21;2.45;1;26;Manhattan
245574;Brooklyn Brownstone apartment;1288460;Al-;Bedford-Stuyvesant;40.6889;-73.95383000000002;Entire home/apt;180;2;181;2019-06-05;1.92;1;280;Brooklyn
245607;big 1 bedroom apt very central;825022;Jaidev;Chelsea;40.75127;-73.99637;Entire home/apt;226;5;34;2019-07-01;0.39;1;302;Manhattan
246916;Quality Cozy Studio Next to Subway;3647;Rafael;Elmhurst;40.7347;-73.88065999999998;Entire home/apt;79;4;60;2019-06-25;0.64;2;297;Queens
246938;Scandinavian-apt for up to 5. LES;936630;Jens;Lower East Side;40.71876;-73.98850999999998;Entire home/apt;154;1;238;2019-06-23;2.59;1;246;Manhattan
248865;Loft Suite @ Box House Hotel;417504;The Box House Hotel;Greenpoint;40.73787;-73.95385;Entire home/apt;199;3;34;2019-04-22;0.37;28;60;Brooklyn
248871;4 BEDROOM -2BATHRM WEST VILLAGE DUPLEX  TOWNHOUSE;605463;West Village;West Village;40.73066;-74.00287;Entire home/apt;700;3;131;2019-06-24;1.4;4;296;Manhattan
249414;Large & bright 900ft² 1br in WV;1306587;Andy;West Village;40.73291;-74.00059;Entire home/apt;246;4;6;2017-06-28;0.16;1;0;Manhattan
249618;At a very nice area in the WestSide;1307773;Karina;Washington Heights;40.85099;-73.92822;Private room;125;60;4;2015-07-03;0.06;1;364;Manhattan
249867;HANCOCK VERY SMALL ROOM;758441;Fred;Bedford-Stuyvesant;40.68707;-73.91918000000003;Private room;100;1;7;2018-10-07;0.08;4;281;Brooklyn
250259;Pre-War Williamsburg Loft;1311398;Ben;Williamsburg;40.7184;-73.96019;Entire home/apt;295;5;125;2019-07-07;3.04;1;0;Brooklyn
250323;SPACIOUS PRIVATE LITTLE ITALY FLAT;1311870;Christy;Chinatown;40.71582;-73.99902;Entire home/apt;119;1;49;2014-12-03;0.58;1;0;Manhattan
250536;The Lenox in Harlem;1313306;Yvette;Harlem;40.81068;-73.94288;Private room;125;1;11;2017-09-25;0.12;2;365;Manhattan
250801; Heart & Soul of Greenwich Village ;1314834;Rhona;Greenwich Village;40.73129;-73.99944;Entire home/apt;850;3;107;2019-05-23;1.15;1;249;Manhattan
251262;Prime Williamsburg Loft off Bedford;1278802;Anne;Williamsburg;40.71628;-73.95737;Private room;129;2;241;2019-06-29;2.6;1;303;Brooklyn
251277;Private Bdrm /Bath 1 block Ctrl Prk;1317343;Carol;Upper West Side;40.78558;-73.9726;Private room;140;1;176;2019-06-29;1.89;1;300;Manhattan
252076;+Highly Satisfactory LES dwelling++;297769;Tunji;Chinatown;40.7146;-73.991;Private room;115;4;151;2019-06-16;1.63;2;323;Manhattan
252607;Whole apartment / 2 bedroom in NYC;1325961;Chris;East Harlem;40.79493;-73.94462;Entire home/apt;200;3;49;2018-08-09;0.53;2;0;Manhattan
253466;Loft Suite @ The Box House Hotel;417504;The Box House Hotel;Greenpoint;40.73693;-73.95284000000002;Entire home/apt;199;3;33;2019-06-24;0.47;28;60;Brooklyn
253471;Loft Suite @ The Box House Hotel;417504;The Box House Hotel;Greenpoint;40.73641;-73.9533;Entire home/apt;199;3;24;2018-11-06;0.32;28;84;Brooklyn
253475;Loft Suite @ The Box House Hotel;417504;The Box House Hotel;Greenpoint;40.73794;-73.95254;Entire home/apt;199;3;59;2019-06-24;0.66;28;60;Brooklyn
253548;Well Kept  Private Room around  Brighton  Beach;1331493;Olia;Brighton Beach;40.58147;-73.96726;Private room;69;1;2;2015-06-25;0.04;1;303;Brooklyn
253590;Large 1 Bedroom furnished on UWS;1331850;G;Upper West Side;40.79771;-73.96323000000002;Entire home/apt;185;2;16;2019-06-28;0.23;1;261;Manhattan
253623;Chez Carine - Privacy in Manhattan;1332108;Cici;Harlem;40.81512;-73.94691999999998;Private room;81;2;72;2018-11-26;0.77;1;0;Manhattan
253800;Loft Suite @ Box House Hotel;417504;The Box House Hotel;Greenpoint;40.7373;-73.95323;Entire home/apt;199;3;24;2019-04-25;0.26;28;60;Brooklyn
253803;Loft Suite @ The Box House Hotel;417504;The Box House Hotel;Greenpoint;40.73708;-73.95271;Entire home/apt;199;3;23;2019-06-22;0.26;28;60;Brooklyn
253806;Loft Suite @ The Box House Hotel;417504;The Box House Hotel;Greenpoint;40.73652;-73.95236;Entire home/apt;199;3;43;2019-07-02;0.47;28;60;Brooklyn
253811;Loft Suite @ The Box House Hotel;417504;The Box House Hotel;Greenpoint;40.73693;-73.95316;Entire home/apt;199;3;30;2019-07-03;0.32;28;56;Brooklyn
253815;Loft Suite @ The Box House Hotel;417504;The Box House Hotel;Greenpoint;40.73784000000001;-73.95324000000002;Entire home/apt;199;3;39;2019-06-29;0.44;28;84;Brooklyn
253828;Duplex w/ Terrace @ Box House Hotel;417504;The Box House Hotel;Greenpoint;40.73674000000001;-73.95246999999998;Private room;349;3;8;2018-07-26;0.09;28;58;Brooklyn
253839;Loft w/ Terrace @ Box House Hotel;417504;The Box House Hotel;Greenpoint;40.73783;-73.95259;Private room;249;3;3;2015-11-03;0.03;28;60;Brooklyn
253842;1 BR w/ Terrace @ Box House Hotel;417504;The Box House Hotel;Greenpoint;40.73714;-73.95296;Private room;299;3;6;2018-04-19;0.1;28;60;Brooklyn
253846;Superior @ Box House;417504;The Box House Hotel;Greenpoint;40.73731;-73.9545;Private room;179;3;4;2015-12-04;0.05;28;81;Brooklyn
254168;2 BR Duplex @ Box House Hotel;417504;The Box House Hotel;Greenpoint;40.73793;-73.95316;Private room;599;3;7;2018-11-16;0.08;28;60;Brooklyn
254409;Husband & Wife Art-Filled Apartment;1336542;Stephanie;Clinton Hill;40.68197;-73.96549;Entire home/apt;110;1;2;2014-01-13;0.03;1;0;Brooklyn
